ID;titolo_articolo;data_pubblicazione;template_articolo;context;maintax;category;post_tag;geo;staff
201290;États-Unis : la «guerre civile» du Parti républicain à la Chambre s'étend;2023-10-03 19:32:00;templates/post-briefings.php;ops;category;Politique;NULL;Amériques;NULL
201320;France-Allemagne : comprendre les raisons d’un éloignement;2023-10-03 19:00:00;templates/post-interviews.php;cult;category;Le couple franco-allemand en crise;NULL;Europe;Pierre Mennerat
201310;Mark Milley contre Donald Trump : le général et l’apprenti dictateur;2023-10-03 15:43:56;templates/post-speeches.php;cult;category;Politique;NULL;Amériques;Le Grand Continent
201273;Le trafic sur le canal de Panama connaît une diminution historique à cause du changement climatique;2023-10-03 12:15:09;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Monde;NULL
201209;Présidentielle américaine : les États Républicains soutiennent moins la voiture électrique;2023-10-03 06:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Amériques;NULL
201088;Le piège du Sud Global;2023-10-03 06:00:00;templates/post-angles.php;cult;category;Le nouvel ordre des BRICS;NULL;Monde;Bruno Tertrais
201081;Le mois de septembre en images;2023-10-02 19:03:34;templates/post-picturestory.php;cult;category;Histoire;NULL;Monde;NULL
201146;Ukraine : à qui bénéficie l’enlisement sur le front ?;2023-10-02 16:35:23;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
201064;Bavière et Hesse : deux élections régionales allemandes attendues sur fond de progression historique de l’AfD;2023-10-02 11:53:02;templates/post-briefings.php;ops;category;Politique;NULL;Europe;François Hublet
201046;La naira : moteur à explosions du Nigéria;2023-10-02 11:30:00;templates/post-studies.php;cult;category;Géopolitique du putsch au Niger;NULL;Afriques Subsahariennes;Olivier Vallée
201010;Financement de la transition climatique : hausse de l’usage des instruments financiers labellisés durables en 2023;2023-10-02 06:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
200986;«L'Ukraine prépare l'adhésion à l'Union en survivant à l'agression russe», une conversation avec la vice-Première ministre ukrainienne Olha Stefanishyna;2023-10-02 06:00:00;templates/post-interviews.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Europe;Ramona Bloj
200900;Entrée en vigueur de la taxe carbone aux frontières de l’Union : perturbations à venir pour les exportations d’électricité britanniques;2023-10-01 18:02:50;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
200765;En Pologne, des manifestations à deux semaines des élections. 10 points clefs;2023-10-01 11:59:00;templates/post-briefings.php;ops;category;La Pologne après une élection historique;NULL;Europe;Olivier Lenoir
200859;Slovaquie : Robert Fico est en tête. Inscrit à gauche, pro-Poutine, anti-migrant et anti-LGBT. Qui est-il vraiment ?;2023-10-01 08:44:27;templates/post-briefings.php;ops;category;Profil clef;NULL;Europe;NULL
200813;«Mon écriture et ma politique ont coïncidé», une conversation avec Wole Soyinka, prix Nobel de littérature;2023-10-01 06:00:00;templates/post-interviews.php;cult;category;Arts;NULL;Afriques Subsahariennes;Elena Maximin
193039;Le grand récit des guerres de Yougoslavie;2023-09-30 19:00:00;templates/post-reviews.php;cult;category;Livres;NULL;Centres;Katja Petrovic
200571;La Chine de Xi : 14 thèses sur la vie sous contrainte;2023-09-30 13:00:00;templates/post-picturestory.php;cult;category;Doctrines de la Chine de Xi Jinping;NULL;Europe;Benjamin Carlson
200655;Grèce : qui est Stefanos Kasselakis ? De Goldman Sachs à la tête de SYRIZA, anatomie d'un style populiste;2023-09-30 06:00:00;templates/post-briefings.php;ops;category;Profil clef;NULL;Europe;NULL
200561;Élargissement : le spectre de 2004, une conversation avec Iván Berend;2023-09-30 06:00:00;templates/post-interviews.php;cult;category;Élargissement de l’Union : penser une Europe qui s’élargit;NULL;Europe;Baptiste Roger-Lacan
200519;Élargissement de l’Union : parachever l’Europe avec l’Ukraine;2023-09-30 06:00:00;templates/post-studies.php;cult;category;Élargissement de l’Union : penser une Europe qui s’élargit;NULL;Europe;Laurent Warlouzet
200604;Après l'échec de Feijóo, Pedro Sánchez à la manoeuvre. Y aura-t-il de nouvelles élections en Espagne ?;2023-09-29 18:00:00;templates/post-briefings.php;ops;category;Politique;NULL;Europe;NULL
200403;21 livres à lire en octobre;2023-09-29 17:00:00;templates/post-angles.php;cult;category;Lectures;NULL;Europe;Florian Louis
200533;La guerre en Ukraine s’étend : Zelensky vise Wagner en Afrique en ouvrant un front au Soudan;2023-09-29 13:00:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
200463;France-Allemagne : comment éviter la «guerre froide» ?;2023-09-29 12:31:23;templates/post-angles.php;cult;category;Le couple franco-allemand en crise;NULL;Europe;Andre Loesekrug-Pietri
200586;États-Unis : quelles sont les conséquences d’un <em>shutdown</em> et qui en paiera le prix ?;2023-09-29 11:31:00;templates/post-briefings.php;ops;category;Politique;NULL;Amériques;NULL
200439;Les profits du secteur bancaire européen atteignent un niveau record depuis la crise financière de 2008;2023-09-29 06:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
200384;L’IA générative au miroir du daguerréotype;2023-09-29 05:00:00;templates/post-angles.php;cult;category;Puissances de l'IA;NULL;Europe;Raphaël Doan
200195;Saison 3 de «Parlement» : intrigues, comédie, pédagogie;2023-09-28 18:00:00;templates/post-reviews.php;cult;category;Politique;NULL;Europe;Olivier Costa
200259;Cartographier, comprendre les migrations mondiales au temps de la guerre en Ukraine : 10 points;2023-09-28 16:00:47;templates/post-studies.php;cult;category;Démographie;NULL;Monde;Olivier Lenoir, Elena Maximin, Marin Saillofest
200260;À quoi est due la hausse du prix du pétrole ?;2023-09-28 15:58:35;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Monde;NULL
200233;Plus de la moitié de la population arménienne du Haut-Karabagh a fui la région;2023-09-28 13:52:43;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Intermédiaire;NULL
200164;Géopolitique des élections polonaises : le PiS et l’extrême droite vers l’hégémonie ?;2023-09-28 11:11:52;templates/post-studies.php;cult;category;La Pologne après une élection historique;NULL;Centres;Kinga Torbicka
200189;Autonomie de la Corse : depuis quand l'île est-elle française ?;2023-09-28 11:00:00;templates/post-studies.php;cult;category;Histoire;NULL;Méditerranée;Antoine-Baptiste Filippi
200146;Conseil sur les migrations sur fond de tensions aux frontières allemandes;2023-09-28 06:00:00;templates/post-briefings.php;ops;category;Politique;NULL;Europe;NULL
200132;Le commandant de la flotte russe de la mer Noire a-t-il été tué par une frappe ukrainienne ?;2023-09-27 16:55:44;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
200099;Chine contre États-Unis : le front oriental de la guerre. Première partie : le commerce;2023-09-27 15:01:08;templates/post-studies.php;cult;category;Capitalismes politiques en guerre;NULL;Asie Orientale;Ding Ke
200082;Économie russe : le rouble au plus bas depuis les premières semaines de la guerre;2023-09-27 13:09:15;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
200018;Poutine en Ukraine : l’Algérie française de Vladimir Vladimirovitch;2023-09-27 06:30:00;templates/post-angles.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Europe;François Heisbourg
200034;Vote décisif pour le chef de l’opposition en Espagne;2023-09-27 06:00:00;templates/post-briefings.php;ops;category;Élections espagnoles;NULL;Europe;NULL
200043;ChatGPT perd des utilisateurs et annonce une innovation majeure;2023-09-26 19:39:27;templates/post-briefings.php;ops;category;Puissances de l'IA;NULL;Amériques;NULL
199972;Michigan : Biden et Trump s'affrontent autour du piquet de grève pour le vote ouvrier;2023-09-26 16:30:00;templates/post-briefings.php;ops;geo;Politique;NULL;Amériques;NULL
199992;Russie : «Sois un mec, engage-toi dans l’armée sous contrat !»;2023-09-26 15:00:00;templates/post-studies.php;cult;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Guillaume Lancereau
199925;La demande d’énergies fossiles doit diminuer de 25 % entre aujourd’hui et 2030, et de 80 % d’ici 2050 pour tenir les objectifs de l’Accord de Paris;2023-09-26 13:47:08;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Monde;NULL
199913;En Espagne, le moment Feijóo face à l’investiture : défaite, confusion, tension;2023-09-26 12:16:45;templates/post-studies.php;cult;category;Élections espagnoles;NULL;Méditerranée;Mario Ríos Fernández
199854;Une course aux armements juridiques : le droit dans la guerre des capitalismes politiques;2023-09-26 06:30:00;templates/post-studies.php;cult;category;Capitalismes politiques en guerre;NULL;Europe;Luca Picotti
199877;Les carburants propres : seulement 0,1 % de la consommation totale des carburants d’aviation;2023-09-26 06:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
199827;Brèche, percée, attaque contenue... l'avancée ukrainienne autour de Robotyne;2023-09-25 17:42:06;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
199740;Pour un marché unique de la défense européenne;2023-09-25 15:15:10;templates/post-angles.php;cult;category;Guerre;NULL;Europe;Karel Lannoo
199754;Guerre technologique : seul 10% des versements du CHIPS Act américain estimés pour l’année fiscale 2023 ont été réalisés;2023-09-25 12:01:22;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Amériques;NULL
199696;Arménie-Azerbaïdjan : «Dans le Caucase, l’histoire est un outil puissant», comprendre le grand contexte du Haut-Karabagh;2023-09-25 09:03:29;templates/post-interviews.php;cult;category;Guerre;NULL;Asie Intermédiaire;Baptiste Roger-Lacan
199646;Feijóo se positionne comme le leader de l’opposition à Madrid deux jours avant son investiture;2023-09-25 06:00:00;templates/post-briefings.php;ops;category;Élections espagnoles;NULL;Europe;NULL
199623;Une semaine avant les élections slovaques, un état des lieux;2023-09-24 17:43:41;templates/post-briefings.php;ops;category;Politique;NULL;Europe;François Hublet
199609;L’Église et la migration : face au choix prophétique d'une Europe multiethnique;2023-09-24 13:00:00;templates/post-speeches.php;cult;category;Religion;NULL;Méditerranée;Gilles Gressani
199547;Le patrimoine mondial de l'UNESCO s'étend. 43 nouveaux biens en images;2023-09-24 10:03:56;templates/post-picturestory.php;cult;geo;Histoire;NULL;Monde;NULL
199524;Le budget de la défense devient le premier poste de dépense de la Russie, avec une augmentation de 70 % prévue pour 2024;2023-09-24 08:00:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
199430;Le pape François a rendu le Collège des cardinaux moins européen;2023-09-23 06:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;NULL;NULL
199437;Visite du pape François à Marseille : 5 graphiques sur la pratique religieuse en Europe;2023-09-23 03:00:00;templates/post-briefings.php;ops;category;Religion;NULL;Europe;NULL
199454;Giorgio Napolitano (1925-2023), le communiste devenu Roi;2023-09-22 20:34:14;templates/post-studies.php;cult;category;In Memoriam;NULL;Méditerranée;Marc Lazar
199415;À Washington, Zelensky s’est trouvé face à un Congrès plus divisé sur l’assistance à l’Ukraine par rapport à sa dernière visite;2023-09-22 17:11:27;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Amériques;NULL
199386;L’Éthiopie dans les BRICS : géopolitique d'un choix;2023-09-22 15:33:27;templates/post-studies.php;cult;category;Le nouvel ordre des BRICS;NULL;Afriques Subsahariennes;Wessim Jouini
199368;Enquête anti-subventions sur les véhicules électriques chinois : Dombrovskis en Chine;2023-09-22 12:41:12;templates/post-briefings.php;ops;geo;Politique;NULL;Europe;NULL
199340;«Moscou devra capituler», pourquoi des peuples non-russes veulent leur indépendance après la guerre d'Ukraine;2023-09-22 12:08:52;templates/post-interviews.php;cult;category;La Russie d'après;NULL;Asie septentrionale;Guillaume Lancereau
199281;Planification écologique : va-t-on manquer de matériaux critiques pour la transition énergétique ?;2023-09-22 06:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
199257;Plainte de l’Ukraine à l’OMC, les céréales ukrainiennes ont-elles vraiment submergé l’Europe centrale et de l’Est ?;2023-09-21 18:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
199249;«L'Azerbaïdjan est en position de force», une conversation avec Marie Dumoulin;2023-09-21 18:00:00;templates/post-interviews.php;cult;category;Guerre;NULL;Asie septentrionale;Baptiste Roger-Lacan
199233;L’Asie – menée par la Chine – continue d’investir massivement dans les énergies fossiles;2023-09-21 17:35:48;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Monde;NULL
199216;La Pologne cessera de livrer des armes à l’Ukraine : la «guerre des céréales» s’étend;2023-09-21 09:15:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
199083;Messe du pape François à Marseille : 10 points sur une visite «en Méditerranée» mais «pas en France»;2023-09-21 06:30:00;templates/post-studies.php;cult;category;Religion;NULL;Méditerranée;Jean-Benoît Poulle
199126;L’armée ukrainienne peut-elle percer les défenses russes à Bakhmout ?;2023-09-20 18:19:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
199067;La Pologne est-elle encore catholique ?;2023-09-20 17:30:00;templates/post-interviews.php;cult;category;La Pologne après une élection historique;NULL;Centres;Jarosław Kuisz
199122;Visite de Charles III en France : deux cartes pour comprendre son voyage;2023-09-20 16:48:12;templates/post-briefings.php;ops;category;Politique;NULL;Europe;NULL
199084;L’immigration, sujet sensible des législatives polonaises;2023-09-20 14:16:00;templates/post-briefings.php;ops;category;La Pologne après une élection historique;NULL;Europe;Olivier Lenoir
199047;Poutine arsenalise tout. Le discours de Zelensky à l’ONU sur la guerre d’Ukraine;2023-09-20 11:39:55;templates/post-speeches.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Amériques;Le Grand Continent
199027;Offensive de l’Azerbaïdjan au Haut Karabagh : réactions mondiales [carte exclusive];2023-09-20 06:00:00;templates/post-briefings.php;ops;geo;Guerre;NULL;Asie Intermédiaire;NULL
198999;Économie russe : Poutine accélère la vague de nationalisations;2023-09-19 18:00:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Asie septentrionale;NULL
198965;«La géopolitique est une science problématique et elle est vouée à le rester», une conversation avec Florian Louis;2023-09-19 17:00:00;templates/post-reviews.php;cult;category;Fondations géopolitiques;NULL;Amériques;Baptiste Roger-Lacan
198936;À l’ONU, seulement 14 % des pays votent aux côtés des États-Unis en cas de désaccord avec les positions sino-russes;2023-09-19 15:23:42;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Monde;NULL
198912;Politiser la réforme des règles budgétaires de l’Union;2023-09-19 14:30:00;templates/post-angles.php;cult;category;Économie;NULL;Europe;Shahin Vallée, Philippe Lamberts
198980;Comprendre l’échange des prisonniers entre les États-Unis et l’Iran ;2023-09-19 12:25:00;templates/post-briefings.php;ops;category;Politique;NULL;NULL;Pierre Ramond
198776;Contre Poutine à front renversé : en Ukraine dans les tranchées de la guerre avec les armes de l’histoire;2023-09-19 06:30:00;templates/post-speeches.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Europe;Céline Marangé, Ioulia Shukan
198816;Décentraliser la démocratie, la doctrine Rahul Gandhi;2023-09-18 19:00:00;templates/post-editorials.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités, L'Inde de Modi dans l'année des grandes élections;NULL;Monde;Rahul Gandhi
198778;Séisme au Maroc, un bilan de la géopolitique des aides [carte exclusive];2023-09-18 17:25:25;templates/post-briefings.php;ops;geo;Politique;NULL;Méditerranée;NULL
198754;Javier Milei en 10 phrases choc : le paléolibertarien qui veut prendre l’Argentine;2023-09-18 15:56:12;templates/post-studies.php;cult;category;Politique;NULL;Amériques;Pablo Stefanoni
198718;Déjuvenescence : l’Italie face au problème structurel de sa démographie;2023-09-18 13:26:03;templates/post-angles.php;cult;category;Démographie;NULL;Méditerranée;Alessandro Rosina
198819;Le Parti républicain peut-il encore éviter un <em>shutdown</em> ?;2023-09-18 13:03:13;templates/post-briefings.php;ops;geo;Politique;NULL;Amériques;NULL
198704;À Lampedusa, Ursula von der Leyen et Giorgia Meloni tentent de débloquer une crise transnationale inédite;2023-09-17 15:19:42;templates/post-briefings.php;cult;geo;Politique;NULL;Méditerranée;François Hublet
198672;La Russie veut dépasser les capacités de l’Ukraine en matière de drones;2023-09-17 12:09:57;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
198628;Le nouveau moment tocquevillien de l’Union européenne;2023-09-17 11:59:00;templates/post-angles.php;cult;category;Politique;NULL;Europe;Céline Spector, Thierry Chopin
198595;Être une femme en Iran. Un an après Mahsa Jina Amini;2023-09-17 09:21:37;templates/post-picturestory.php;cult;category;Femmes en lutte;NULL;Asie Intermédiaire;Sorour Kasmaï
198529;Pollution de l’air : 91% de la population mondiale est exposée à des niveaux trop élevés selon l’OMS;2023-09-17 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
193081;Les baraques précaires de l'histoire;2023-09-16 17:54:33;templates/post-reviews.php;cult;category;Livres;NULL;Europe;Elsa Vonau
198526;Le Président élu du Guatemala restera-t-il en vie jusqu'à son investiture en 2024 ?;2023-09-16 17:47:03;templates/post-studies.php;cult;category;Politique;NULL;Amériques;Úrsula Roldán, Jesús de la Torre
198533;Entre Draghi, Salvini et Meloni : Giancarlo Giorgetti, clef-de-voûte du techno-souverainisme;2023-09-16 16:59:43;templates/post-briefings.php;ops;category;Profil clef;NULL;Méditerranée;David Allegranti
198479;Un an du mouvement Femmes, vie, liberté en Iran;2023-09-16 12:00:00;templates/post-briefings.php;ops;geo;Uncategorised, Politique;NULL;Asie Intermédiaire;NULL
198442;Ukraine, OTAN, Chine, climat... 10 points sur les grandes tendances transatlantiques;2023-09-16 07:45:00;templates/post-studies.php;cult;category;Données qui changent la donne;NULL;Europe;Gesine Weber, Martin Quencez
198453;L’extrême droite en Europe abattra-t-elle le Pacte vert ? une carte inédite;2023-09-16 04:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
198291;Consommation de bière en Europe : l’Oktoberfest s’ouvre à Munich;2023-09-15 19:24:14;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
198362;«Nous ne sommes d'accord sur rien» : ce qu’a vraiment dit Habeck sur le franco-allemand;2023-09-15 18:00:00;templates/post-speeches.php;cult;category;Le couple franco-allemand en crise;NULL;Centres;Pierre Mennerat
198323;Des Gilets Jaunes au BBB aux Pays-Bas : mutations du style populiste;2023-09-15 13:00:00;templates/post-studies.php;cult;category;Politique;NULL;Europe;Baptiste Roger-Lacan
198364;Arrivée de 7 000 demandeurs d’asile à Lampedusa : Salvini dénonce «un acte de guerre», Meloni est en difficulté;2023-09-15 11:15:00;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Méditerranée;NULL
198287;Giorgia Meloni au Sommet de la démographie de Viktor Orbán : faire l’Europe par la famille ?;2023-09-15 10:20:04;templates/post-speeches.php;cult;category;Politique;NULL;Europe;Baptiste Roger-Lacan
198269;Sébastopol : les attaques ukrainiennes visant la Crimée s’intensifient;2023-09-14 18:47:50;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
198200;La BCE relève ses taux de 25 points de base, malgré le ralentissement de l’économie;2023-09-14 16:22:28;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
198166;La guerre d'Ukraine et l'histoire de l'Europe : la fin d'une illusion;2023-09-14 15:59:28;templates/post-editorials.php;cult;category;Guerre;NULL;Europe;Pierre Buhler
198220;Libye : le bilan des inondations meurtrières de la tempête Daniel s’alourdit;2023-09-14 11:01:00;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Méditerranée;NULL
198011;L’immobilier européen sous tension;2023-09-14 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
198138;Un premier bilan du séisme au Maroc en 10 points et 5 cartes et graphiques inédits;2023-09-13 18:12:20;templates/post-studies.php;ops;geo;Données qui changent la donne;NULL;Méditerranée;NULL
198111;Ce que l'annonce de la procédure de destitution de Joe Biden dit du Parti républicain;2023-09-13 17:33:10;templates/post-briefings.php;ops;category;Politique;NULL;Amériques;NULL
198079;L’état de l’Union d’Ursula von der Leyen : un appel ou un accident de l’histoire ?;2023-09-13 13:40:39;templates/post-speeches.php;cult;category;États de l'Union;NULL;Europe;Alberto Alemanno
198100;Poutine et Kim Jong-un parlent d’armes et d’espace : que retenir du sommet Russie-Corée du Nord à Vostotchny ?;2023-09-13 09:50:00;templates/post-briefings.php;ops;geo;Guerre;NULL;Asie Orientale;NULL
198065;«D'une certaine manière, les Indiens sont les derniers gaullistes», une conversation avec Maurice Gourdault-Montagne;2023-09-13 07:49:00;templates/post-interviews.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;Pierre Ramond
198053;L’aide de l’Union européenne à l’Ukraine dépasse celle des États-Unis;2023-09-12 18:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;NULL;NULL
198028;Jamais les États-Unis n’ont connu plus de catastrophes météorologiques graves que cette année;2023-09-12 15:55:25;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Amériques;NULL
198001;Sur les 100 personnes clefs de l’IA, 9 sont nées dans l’Union européenne et 2 seulement travaillent sur le continent (analyse inédite);2023-09-12 13:08:45;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Amériques;NULL
197966;La guerre en Ukraine et l'avenir post-colonial de l'Europe;2023-09-12 10:57:41;templates/post-angles.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Europe;Veronica Anghel
197941;Les villes européennes les plus prisées par les touristes limitent les visites;2023-09-12 06:30:00;templates/post-briefings.php;ops;category;Urbanisme;NULL;Europe;NULL
197905;L'économie européenne ralentit sous les effets de la baisse de consommation et de la politique monétaire;2023-09-11 16:41:55;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
197889;Fonder l’agression en raison : la nouvelle doctrine de politique étrangère russe;2023-09-11 16:09:08;templates/post-interviews.php;cult;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Guillaume Lancereau
197865;"Pour Zelensky, la guerre continuera ""tant que la Russie restera sur le territoire ukrainien"". L'automne devrait freiner la contre-offensive de l'Ukraine, sans y mettre fin";2023-09-11 14:55:45;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
197828;Du Bharat à l’IMEC : un bilan du G20 de Modi en Inde;2023-09-10 16:00:00;templates/post-briefings.php;ops;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;NULL
197795;Allende et le Chili : une liste de lectures;2023-09-10 13:00:00;templates/post-angles.php;cult;category;11 septembre : cinquante ans après;NULL;Amériques;Florian Louis
197767;«Pour Poutine, cette guerre ne s'arrêtera pas à l'Ukraine», une conversation avec Grigori Yudin;2023-09-10 07:30:00;templates/post-interviews.php;cult;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Julika Luisa Enbergs
197639;Pablo Neruda a-t-il été assassiné ?;2023-09-09 18:30:00;templates/post-picturestory.php;cult;category;11 septembre : cinquante ans après;NULL;Amériques;Laurie Fachaux-Cygan
197701;Bharat : au G20 Modi vient-il vraiment de changer le nom de l'Inde ?;2023-09-09 17:23:33;templates/post-briefings.php;ops;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;NULL
197627;«L’Inde s’intéresse plus au G7 qu’au G20», une conversation avec Raja Mohan;2023-09-09 10:12:05;templates/post-interviews.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;Mathéo Malik
197559;«L'administration Modi a quelque chose de bismarckien», une conversation avec William Dalrymple;2023-09-09 06:30:00;templates/post-interviews.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;Baptiste Roger-Lacan
197582;Le Sommet du G20 2023 s’ouvre en Inde;2023-09-08 18:56:20;templates/post-briefings.php;ops;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Intermédiaire;NULL
197420;La grande convergence;2023-09-08 18:00:00;templates/post-editorials.php;cult;category;Le nouvel ordre des BRICS;NULL;Monde;Branko Milanovic
197494;Par-delà les grands contrats, la relation de sécurité et de défense franco-indienne;2023-09-08 11:59:00;templates/post-studies.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;Tara Varma, Melissa Levaillant, Frédéric Grare
197481;10 points, 9 cartes et graphiques sur le monde du rugby;2023-09-08 11:30:00;templates/post-studies.php;cult;category;Sport;NULL;Monde;Baptiste Roger-Lacan
197393;10 points sur la géopolitique de l’IA générative;2023-09-08 07:30:00;templates/post-studies.php;cult;category;Puissances de l'IA;NULL;Monde;Victor Storchan
197463;Le Royaume-Uni versera 2,6 milliards d’euros par an à l’Union européenne pour la coopération scientifique;2023-09-08 07:00:00;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Europe;NULL
197431;«On récolte si l'on sème» : les Nouvelles routes de la soie dix ans après;2023-09-07 18:28:44;templates/post-speeches.php;cult;category;Doctrines de la Chine de Xi Jinping;NULL;Asie Orientale;Alexandre Antonio
197374;L’armée russe conduit-elle une contre-offensive dans le nord-est de l’Ukraine ?;2023-09-07 15:09:10;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
197328;Contre le tournant civilisationnel de l’Union européenne;2023-09-07 11:11:36;templates/post-editorials.php;cult;category;Politique;NULL;Europe;Hans Kundnani
197306;Les dix ans des nouvelles routes de la soie en 8 graphiques;2023-09-07 06:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Orientale;NULL
197237;«Je parle déjà de 'guerre climatique'», une conversation avec Alain-Richard Donwahi, Président de la COP15;2023-09-06 17:30:00;templates/post-interviews.php;cult;category;COP28 à Dubaï : les coulisses de la diplomatie climatique;NULL;Afriques Subsahariennes;Baptiste Roger-Lacan
197274;Déclaration de Nairobi : comment l’Afrique prépare la COP28;2023-09-06 16:37:00;templates/post-briefings.php;ops;geo;Énergie et environnement;NULL;Afriques Subsahariennes;NULL
197217;Un drone russe s’est bien écrasé en Roumanie, pays de l'OTAN;2023-09-06 15:21:35;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
197200;La Commission dévoile le nom des entreprises clés dans le cadre de la régulation numérique;2023-09-06 13:04:51;templates/post-briefings.php;ops;category;Numérique;NULL;Europe;NULL
197093;Niger : le temps long d'un putsch, une conversation avec Salim Mokaddem, conseiller du président Bazoum;2023-09-06 11:30:00;templates/post-interviews.php;cult;category;Géopolitique du putsch au Niger;NULL;Afriques Subsahariennes;Mathéo Malik
197054;Le nationalisme économique et l'avenir de la mondialisation;2023-09-06 07:00:00;templates/post-studies.php;cult;category;Capitalismes politiques en guerre;NULL;Monde;Marvin Suesse
197069;Les risques pour le Parti démocrate d’une candidature centriste de Joe Manchin en 2024;2023-09-05 16:20:40;templates/post-briefings.php;ops;geo;Élections américaines 2024;NULL;Amériques;NULL
196896;Au Mali en 2023, les forces de la junte et le groupe Wagner ont fait plus de victimes civiles que les djihadistes;2023-09-05 09:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Afriques Subsahariennes;NULL
196963;Le Gabon après Bongo;2023-09-05 08:45:56;templates/post-studies.php;cult;geo;Politique;NULL;Afriques Subsahariennes;Olivier Vallée
196904;Le nouvel ordre des BRICS;2023-09-05 06:30:00;templates/post-angles.php;cult;category;Le nouvel ordre des BRICS;NULL;Monde;Tim Sahay, Kate Mackenzie
196813;Pourquoi l’Argentine rejoint les BRICS, une conversation avec la Secrétaire d'État Cecilia Nicolini;2023-09-04 19:30:00;templates/post-interviews.php;cult;category;Le nouvel ordre des BRICS;NULL;Amériques;Florent Zemmouche
